tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID
2023-02-01 13:02,2023-02-01 13:51,1,18.2,51,76
2023-02-01 13:12,2023-02-01 14:24,1,6.5,51,247
2023-02-01 13:11,2023-02-01 13:24,1,2.28,169,169
2023-02-01 13:39,2023-02-01 13:50,1,1.1,169,169
2023-02-01 13:51,2023-02-01 14:07,1,1.4,169,169
2023-02-01 13:42,2023-02-01 14:18,1,7,51,167
2023-02-01 13:30,2023-02-01 14:01,1,5.5,213,168
2023-02-01 13:04,2023-02-01 13:38,1,11.7,94,68
2023-02-01 13:00,2023-02-01 13:24,1,4.1,242,235
2023-02-01 13:27,2023-02-01 14:00,1,2.4,136,167
2023-02-01 13:38,2023-02-01 14:27,1,15.5,169,28
2023-02-01 13:18,2023-02-01 14:43,1,22.7,18,117
2023-02-01 13:34,2023-02-01 13:42,1,2.14,168,75
2023-02-01 13:17,2023-02-01 14:12,1,22.5,220,22
2023-02-01 13:41,2023-02-01 14:23,1,9.3,69,48
2023-02-01 13:41,2023-02-01 14:01,1,3.7,119,174
2023-02-01 14:43,2023-02-01 14:44,1,0,168,168
2023-02-01 14:44,2023-02-01 14:44,1,0.07,168,168
2023-02-01 14:16,2023-02-01 15:21,1,15.7,159,228
2023-02-01 14:21,2023-02-01 14:34,1,8.71,208,265
2023-02-01 14:38,2023-02-01 15:13,1,4.86,247,247
2023-02-01 14:58,2023-02-01 15:26,1,4.5,235,194
2023-02-01 14:08,2023-02-01 14:25,1,3.18,169,169
2023-02-01 14:35,2023-02-01 14:49,1,2.19,169,169
2023-02-01 14:51,2023-02-01 15:02,1,1.86,169,169
2023-02-01 14:04,2023-02-01 14:26,1,7,247,242
2023-02-01 14:21,2023-02-01 14:57,1,0,159,232
2023-02-01 14:07,2023-02-01 14:48,1,0,248,68
2023-02-01 14:37,2023-02-01 15:12,1,7.9,254,126
2023-02-01 14:55,2023-02-01 15:20,1,8.8,81,168
2023-02-01 15:09,2023-02-01 15:40,1,9.6,242,42
2023-02-01 15:06,2023-02-01 16:34,1,0,136,155
2023-02-01 15:36,2023-02-01 16:21,1,0,168,68
2023-02-01 15:52,2023-02-01 16:03,1,0.97,167,69
2023-02-01 15:27,2023-02-01 15:41,1,1.64,169,169
2023-02-01 15:04,2023-02-01 15:34,1,3.8,242,136
2023-02-01 15:21,2023-02-01 15:41,1,3,242,213
2023-02-01 15:37,2023-02-01 16:00,1,1.7,147,212
2023-02-01 15:47,2023-02-01 16:17,1,0,241,168
2023-02-01 15:36,2023-02-01 16:18,1,3.4,159,213
2023-02-01 15:00,2023-02-01 16:13,1,24.6,235,5
2023-02-01 16:24,2023-02-01 16:35,1,0.9,159,42
2023-02-01 16:00,2023-02-01 16:13,1,0.7,250,182
2023-02-01 16:55,2023-02-01 17:40,1,11.89,169,138
2023-02-01 16:09,2023-02-01 16:59,1,11.2,247,134
2023-02-01 16:48,2023-02-01 16:56,1,1.1,200,220
2023-02-01 16:26,2023-02-01 17:20,1,0,168,63
2023-02-01 16:59,2023-02-01 17:37,1,7.2,168,185
2023-02-01 17:58,2023-02-01 18:07,1,0.8,182,250
2023-02-01 17:53,2023-02-01 18:52,1,9.5,169,148
2023-02-01 18:49,2023-02-01 19:03,1,1.8,78,167
2023-02-01 18:04,2023-02-01 18:05,1,0.22,168,168
2023-02-01 18:10,2023-02-01 18:10,1,0,168,208
2023-02-01 18:00,2023-02-01 18:16,1,0,247,244
2023-02-01 18:55,2023-02-01 19:35,1,0,247,48
2023-02-01 18:52,2023-02-01 20:28,1,25.8,18,5
2023-02-01 18:32,2023-02-01 18:38,1,1.01,168,42
2023-02-01 19:34,2023-02-01 19:55,1,0.1,32,42
2023-02-01 19:12,2023-02-01 19:39,1,1.3,159,167
2023-02-01 20:00,2023-02-01 20:46,1,3.8,242,81
2023-02-01 20:52,2023-02-01 21:06,1,5.5,168,250
2023-02-01 21:36,2023-02-01 21:59,1,0,247,229
2023-02-01 21:09,2023-02-01 21:24,1,3.8,212,174
2023-02-01 21:06,2023-02-01 21:19,1,1.1,168,69
2023-02-01 21:29,2023-02-01 21:40,1,3.3,169,250
2023-02-01 22:33,2023-02-01 22:50,1,0,159,213
2023-02-01 22:59,2023-02-01 23:57,1,18.2,242,188
2023-02-01 22:23,2023-02-01 22:37,1,2.3,69,126
2023-02-01 22:08,2023-02-01 22:19,1,4.02,213,20
2023-02-01 22:44,2023-02-01 22:58,1,0,168,174
2023-02-01 23:18,2023-02-01 23:34,1,0,212,41
2023-02-01 23:33,2023-02-01 23:33,1,0,247,247
2023-02-01 23:33,2023-02-02 0:02,1,13.59,247,17
2023-02-01 23:11,2023-02-01 23:14,1,0.61,159,168
2023-02-02 0:16,2023-02-02 0:43,1,0,247,90
2023-02-02 1:05,2023-02-02 1:06,1,0,167,167
2023-02-02 1:09,2023-02-02 1:28,1,2.8,247,194
2023-02-02 1:52,2023-02-02 2:36,1,0,247,55
2023-02-02 1:35,2023-02-02 1:35,1,7.3,168,168
2023-02-02 1:36,2023-02-02 1:37,1,7.3,168,168
2023-02-02 1:38,2023-02-02 1:38,1,7.3,168,168
2023-02-02 2:10,2023-02-02 2:10,1,0,247,247
2023-02-02 4:52,2023-02-02 5:50,1,14.3,254,48
2023-02-02 4:52,2023-02-02 5:11,1,10.7,183,229
2023-02-02 5:02,2023-02-02 5:32,1,0,18,87
2023-02-02 5:15,2023-02-02 6:08,1,25.4,220,86
2023-02-02 5:05,2023-02-02 5:35,1,0,241,65
2023-02-02 5:29,2023-02-02 6:07,1,0,51,209
2023-02-02 5:15,2023-02-02 6:16,1,21.7,235,29
2023-02-02 5:25,2023-02-02 5:48,1,0,182,137
2023-02-02 5:59,2023-02-02 6:17,1,4.8,174,213
2023-02-02 5:09,2023-02-02 5:48,1,15.4,182,231
2023-02-02 5:39,2023-02-02 6:15,1,13.3,32,68
2023-02-02 5:22,2023-02-02 5:53,1,5,200,127
2023-02-02 6:30,2023-02-02 7:54,1,24.81,247,247
2023-02-02 6:52,2023-02-02 7:09,1,6.5,168,241
2023-02-02 6:17,2023-02-02 7:05,1,20.5,235,39
2023-02-02 6:10,2023-02-02 6:33,1,12.4,78,134
2023-02-02 6:46,2023-02-02 6:49,1,0.1,69,186
2023-02-02 6:36,2023-02-02 6:41,1,0.99,69,247
2023-02-02 6:41,2023-02-02 7:07,1,7.1,247,162
2023-02-02 6:30,2023-02-02 6:42,1,6.63,168,250
2023-02-02 6:44,2023-02-02 7:03,1,3,247,74
2023-02-02 6:53,2023-02-02 7:21,1,6,185,168
2023-02-02 6:56,2023-02-02 7:44,1,10.5,69,209
2023-02-02 6:17,2023-02-02 7:11,1,0,119,231
2023-02-02 6:15,2023-02-02 6:58,1,11.8,32,107
2023-02-02 6:59,2023-02-02 8:02,1,16.1,51,209
2023-02-02 6:51,2023-02-02 7:54,1,0,174,88
2023-02-02 6:25,2023-02-02 7:04,1,2.5,250,147
2023-02-02 6:22,2023-02-02 7:04,1,11.7,167,87
2023-02-02 6:54,2023-02-02 7:20,1,3.9,168,140
2023-02-02 6:24,2023-02-02 6:52,1,11,213,197
2023-02-02 7:39,2023-02-02 8:08,1,2.6,247,74
2023-02-02 7:45,2023-02-02 8:01,1,1.37,247,42
2023-02-02 7:36,2023-02-02 7:56,1,1.81,168,69
2023-02-02 7:43,2023-02-02 8:07,2,2.8,168,263
2023-02-02 7:49,2023-02-02 8:33,1,10.1,235,82
2023-02-02 7:27,2023-02-02 8:25,1,13.7,47,17
2023-02-02 7:26,2023-02-02 7:34,1,1.1,247,116
2023-02-02 7:26,2023-02-02 7:53,1,3.25,159,236
2023-02-02 7:12,2023-02-02 7:55,1,4.7,167,213
2023-02-02 7:50,2023-02-02 8:19,1,4.49,168,141
2023-02-02 7:28,2023-02-02 7:54,2,3.65,247,41
2023-02-02 7:47,2023-02-02 8:04,2,0.8,247,159
2023-02-02 7:04,2023-02-02 7:45,1,12.4,200,48
2023-02-02 8:41,2023-02-02 9:36,1,8.5,208,162
2023-02-02 8:48,2023-02-02 9:41,1,11.8,241,68
2023-02-02 8:24,2023-02-02 9:26,1,14,259,137
2023-02-02 8:26,2023-02-02 8:42,1,1.3,254,259
2023-02-02 8:07,2023-02-02 8:33,1,2.05,247,74
2023-02-02 8:02,2023-02-02 8:39,1,6.29,247,161
2023-02-02 8:47,2023-02-02 9:45,1,11.3,220,68
2023-02-02 8:23,2023-02-02 8:40,1,1.56,119,244
2023-02-02 8:59,2023-02-02 9:44,1,20,78,132
2023-02-02 8:03,2023-02-02 8:09,1,0.75,247,42
2023-02-02 8:22,2023-02-02 9:08,1,6.7,182,75
2023-02-02 8:14,2023-02-02 8:40,1,3.3,247,42
2023-02-02 8:43,2023-02-02 9:17,1,4.5,259,242
2023-02-02 8:56,2023-02-02 9:09,1,1.1,51,3
2023-02-02 8:16,2023-02-02 9:03,1,0,174,76
2023-02-02 8:55,2023-02-02 9:56,1,0,78,181
2023-02-02 8:14,2023-02-02 8:18,1,0.6,247,247
2023-02-02 8:06,2023-02-02 8:43,1,5.1,247,213
2023-02-02 9:09,2023-02-02 9:25,1,3.5,254,242
2023-02-02 9:00,2023-02-02 9:40,1,0,78,87
2023-02-02 9:32,2023-02-02 10:20,1,20,235,39
2023-02-02 9:24,2023-02-02 9:52,1,0,247,193
2023-02-02 7:33,2023-02-02 8:01,1,3.94,247,236
2023-02-02 9:12,2023-02-02 9:22,1,1.84,247,42
2023-02-02 9:26,2023-02-02 10:07,1,10.31,220,233
2023-02-02 9:06,2023-02-02 9:42,1,1.1,159,167
2023-02-02 9:04,2023-02-02 9:43,1,0.2,69,69
2023-02-02 9:33,2023-02-02 10:23,1,0.4,51,209
2023-02-02 9:15,2023-02-02 9:58,1,11.5,51,116
2023-02-02 9:20,2023-02-02 9:39,1,3.27,32,208
2023-02-02 10:33,2023-02-02 11:37,1,20.6,182,210
2023-02-02 10:59,2023-02-02 11:47,1,3.7,81,242
2023-02-02 10:54,2023-02-02 11:10,2,2.8,159,47
2023-02-02 10:52,2023-02-02 12:03,1,16.4,167,178
2023-02-02 10:56,2023-02-02 11:33,1,0,51,107
2023-02-02 10:59,2023-02-02 11:52,1,10.4,254,15
2023-02-02 10:15,2023-02-02 10:44,2,6.95,136,43
2023-02-02 10:02,2023-02-02 11:15,1,0,200,140
2023-02-02 10:43,2023-02-02 11:43,1,26.9,259,117
2023-02-02 10:04,2023-02-02 10:31,1,0,248,75
2023-02-02 10:34,2023-02-02 11:01,1,6.1,94,74
2023-02-02 10:20,2023-02-02 10:55,1,8.2,242,41
2023-02-02 10:10,2023-02-02 11:26,1,20.8,174,89
2023-02-02 10:57,2023-02-02 12:17,1,0,47,117
2023-02-02 10:31,2023-02-02 10:39,1,6.34,213,15
2023-02-02 10:38,2023-02-02 11:44,1,33.3,169,108
2023-02-02 10:13,2023-02-02 10:56,1,10.6,220,68
2023-02-02 11:46,2023-02-02 11:55,1,1.5,247,42
2023-02-02 11:20,2023-02-02 12:52,1,11.8,81,107
2023-02-02 11:42,2023-02-02 12:22,1,7.2,18,75
2023-02-02 11:34,2023-02-02 12:35,1,17.4,259,33
2023-02-02 11:14,2023-02-02 12:31,1,4.6,159,161
2023-02-02 11:43,2023-02-02 12:10,1,0.3,212,248
2023-02-02 11:51,2023-02-02 12:09,1,3.4,235,168
2023-02-02 12:30,2023-02-02 12:49,2,3.2,78,147
2023-02-02 12:58,2023-02-02 13:14,1,1.4,242,182
2023-02-02 12:29,2023-02-02 12:51,1,3.4,51,78
2023-02-02 12:30,2023-02-02 13:05,1,3.8,136,248
2023-02-02 12:40,2023-02-02 12:55,1,0,94,94
2023-02-02 12:50,2023-02-02 13:39,1,10.2,220,163
2023-02-02 12:29,2023-02-02 12:55,1,8.3,69,3
2023-02-02 13:24,2023-02-02 13:30,1,1.76,168,75
2023-02-02 13:57,2023-02-02 14:15,1,1.52,247,248
2023-02-02 13:15,2023-02-02 14:09,1,20.1,235,39
2023-02-02 13:49,2023-02-02 13:59,1,1.78,247,41
2023-02-02 13:10,2023-02-02 13:54,1,0,167,198
2023-02-02 13:31,2023-02-02 13:59,1,1.7,20,174
2023-02-02 13:16,2023-02-02 14:10,1,3.7,169,74
2023-02-02 13:19,2023-02-02 13:52,1,5.7,119,142
2023-02-02 13:42,2023-02-02 14:10,1,4.27,213,69
2023-02-02 14:34,2023-02-02 14:35,1,0,242,242
2023-02-02 14:15,2023-02-02 14:31,2,1.7,159,42
2023-02-02 14:26,2023-02-02 14:40,1,2.4,20,174
2023-02-02 14:51,2023-02-02 15:28,1,7.9,200,43
2023-02-02 14:23,2023-02-02 15:07,1,0,248,68
2023-02-02 14:56,2023-02-02 15:59,1,0,168,222
2023-02-02 14:36,2023-02-02 15:51,1,0,167,188
2023-02-02 14:19,2023-02-02 14:36,1,3.2,242,240
2023-02-02 15:49,2023-02-02 15:51,1,0,168,168
2023-02-02 15:12,2023-02-02 16:15,1,14.4,242,37
2023-02-02 15:14,2023-02-02 16:23,1,17.1,174,218
2023-02-02 15:15,2023-02-02 15:35,1,1.4,182,242
2023-02-02 15:59,2023-02-02 16:00,1,0,247,247
2023-02-02 15:52,2023-02-02 15:56,0,0.3,69,69
2023-02-02 16:59,2023-02-02 17:17,1,3.8,169,220
2023-02-02 16:24,2023-02-02 16:24,1,0,168,168
2023-02-02 16:26,2023-02-02 16:27,1,0,168,168
2023-02-02 17:19,2023-02-02 17:20,1,0,159,159
2023-02-02 17:30,2023-02-02 18:01,1,0,168,95
2023-02-02 17:43,2023-02-02 18:30,2,18.95,247,132
2023-02-02 17:33,2023-02-02 17:33,2,0,168,168
2023-02-02 18:53,2023-02-02 19:02,2,1.1,169,247
2023-02-02 18:56,2023-02-02 20:29,1,25.4,200,86
2023-02-02 18:26,2023-02-02 19:21,1,0,32,32
2023-02-02 18:51,2023-02-02 18:56,1,0.75,159,168
2023-02-02 19:07,2023-02-02 19:13,1,1.8,247,168
2023-02-02 19:20,2023-02-02 19:20,1,0,159,264
2023-02-02 19:25,2023-02-02 19:41,1,4.5,242,81
2023-02-02 19:07,2023-02-02 19:50,1,0,174,164
2023-02-02 19:49,2023-02-02 20:12,1,0,242,167
2023-02-02 19:13,2023-02-02 19:42,1,7.9,69,240
2023-02-02 19:49,2023-02-02 19:50,1,0,183,183
2023-02-02 19:09,2023-02-02 19:10,2,0,168,168
2023-02-02 20:53,2023-02-02 21:22,1,0,78,177
2023-02-02 20:55,2023-02-02 21:28,1,7.5,167,193
2023-02-02 20:15,2023-02-02 20:21,1,1.24,247,42
2023-02-02 20:04,2023-02-02 20:35,1,14.1,250,132
2023-02-02 21:54,2023-02-02 22:21,1,0,247,229
2023-02-02 21:11,2023-02-02 21:45,1,0,32,205
2023-02-02 22:33,2023-02-02 22:51,1,0,159,213
2023-02-02 22:59,2023-02-02 23:09,1,1,159,42
2023-02-02 22:10,2023-02-02 22:50,1,11.9,136,232
2023-02-03 0:05,2023-02-03 0:12,1,0.9,94,18
2023-02-03 0:04,2023-02-03 0:31,2,0,247,90
2023-02-03 0:56,2023-02-03 0:56,1,0,242,242
2023-02-03 1:17,2023-02-03 1:23,1,2.05,168,75
2023-02-03 1:17,2023-02-03 1:23,1,2.05,168,75
2023-02-03 1:25,2023-02-03 1:25,6,0,241,241
2023-02-03 1:24,2023-02-03 1:33,1,1.15,69,167
2023-02-03 2:21,2023-02-03 2:21,1,0,220,220
2023-02-03 2:58,2023-02-03 3:02,2,0,168,168
2023-02-03 3:24,2023-02-03 3:29,4,0.88,94,20
2023-02-03 3:07,2023-02-03 3:10,1,0.1,242,242
2023-02-03 3:21,2023-02-03 3:21,1,0.68,169,169
2023-02-03 3:06,2023-02-03 3:07,3,0,168,168
2023-02-03 4:22,2023-02-03 5:11,1,22.5,235,39
2023-02-03 4:33,2023-02-03 4:56,1,3.6,213,159
2023-02-03 4:19,2023-02-03 4:19,3,0,220,220
2023-02-03 5:48,2023-02-03 6:22,1,0,213,261
2023-02-03 5:29,2023-02-03 6:01,1,0,51,88
2023-02-03 5:16,2023-02-03 5:59,1,16.5,51,45
2023-02-03 6:58,2023-02-03 7:44,1,17.2,174,261
2023-02-03 6:56,2023-02-03 7:37,1,6,213,75
2023-02-03 6:49,2023-02-03 7:25,1,0,69,125
2023-02-03 6:45,2023-02-03 7:24,1,0,169,45
2023-02-03 6:49,2023-02-03 7:13,1,17.5,213,139
2023-02-03 6:03,2023-02-03 6:37,1,0,248,231
2023-02-03 6:15,2023-02-03 7:26,1,10.3,51,88
2023-02-03 6:22,2023-02-03 7:06,1,11.5,167,230
2023-02-03 6:38,2023-02-03 7:23,1,3.6,78,4
2023-02-03 6:50,2023-02-03 8:05,1,12.2,213,48
2023-02-03 6:52,2023-02-03 7:07,3,9.67,119,93
2023-02-03 6:52,2023-02-03 7:07,3,9.67,119,93
2023-02-03 7:59,2023-02-03 8:48,1,0,136,90
2023-02-03 7:52,2023-02-03 8:09,1,1.96,159,42
2023-02-03 7:03,2023-02-03 8:55,1,27.1,254,26
2023-02-03 7:01,2023-02-03 7:45,1,13.6,136,261
2023-02-03 7:28,2023-02-03 8:29,1,16.8,51,88
2023-02-03 7:20,2023-02-03 8:30,1,4.1,168,87
2023-02-03 7:49,2023-02-03 8:41,1,0,3,88
2023-02-03 7:48,2023-02-03 8:36,1,14.5,32,87
2023-02-03 8:54,2023-02-03 9:20,1,9.3,220,237
2023-02-03 8:36,2023-02-03 9:10,1,8.9,242,170
2023-02-03 8:36,2023-02-03 9:23,1,5.5,81,213
2023-02-03 8:09,2023-02-03 8:52,1,13.9,32,45
2023-02-03 8:18,2023-02-03 8:38,2,2.4,147,78
2023-02-03 8:42,2023-02-03 8:43,2,0,78,78
2023-02-03 8:43,2023-02-03 9:06,1,11.2,213,130
2023-02-03 8:30,2023-02-03 9:17,1,0,213,166
2023-02-03 8:25,2023-02-03 9:29,1,0,174,117
2023-02-03 8:49,2023-02-03 9:15,1,0,182,75
2023-02-03 8:16,2023-02-03 9:01,1,6.6,182,152
2023-02-03 8:30,2023-02-03 10:01,1,4.7,69,239
2023-02-03 8:02,2023-02-03 8:39,1,12.3,147,130
2023-02-03 9:11,2023-02-03 9:36,1,0,235,166
2023-02-03 9:04,2023-02-03 9:23,1,0,136,244
2023-02-03 9:20,2023-02-03 9:58,1,11.4,81,161
2023-02-03 9:31,2023-02-03 9:45,1,4.3,213,3
2023-02-03 9:50,2023-02-03 10:13,1,2.5,3,81
2023-02-03 9:52,2023-02-03 10:20,1,4,159,18
2023-02-03 9:49,2023-02-03 10:02,1,0,185,212
2023-02-03 9:25,2023-02-03 9:58,1,4.1,119,182
2023-02-03 9:33,2023-02-03 9:57,1,0,81,169
2023-02-03 9:01,2023-02-03 9:08,1,0.5,174,174
2023-02-03 9:37,2023-02-03 9:56,1,0.7,174,174
2023-02-03 9:40,2023-02-03 10:04,1,1.1,174,240
2023-02-03 9:50,2023-02-03 10:29,1,7.3,168,174
2023-02-03 9:16,2023-02-03 9:19,1,0.57,168,168
2023-02-03 9:37,2023-02-03 9:41,1,0.3,167,167
2023-02-03 10:35,2023-02-03 11:37,1,3.7,81,242
2023-02-03 10:55,2023-02-03 11:03,1,1.36,247,159
2023-02-03 10:20,2023-02-03 10:35,1,3.6,51,250
2023-02-03 10:12,2023-02-03 10:30,1,4.2,51,182
2023-02-03 10:20,2023-02-03 10:33,1,0.2,78,78
2023-02-03 10:29,2023-02-03 10:45,1,3.24,78,147
2023-02-03 10:13,2023-02-03 10:22,1,1.1,119,243
2023-02-03 10:49,2023-02-03 11:02,1,1.1,119,243
2023-02-03 10:49,2023-02-03 10:50,1,0,168,168
2023-02-03 10:50,2023-02-03 10:50,1,0,168,168
2023-02-03 10:51,2023-02-03 10:51,1,0,168,168
2023-02-03 11:36,2023-02-03 11:50,1,4.3,184,265
2023-02-03 11:00,2023-02-03 11:30,1,0,247,231
2023-02-03 11:19,2023-02-03 11:39,1,2.5,78,244
2023-02-03 11:51,2023-02-03 12:05,1,2.6,69,235
2023-02-03 11:54,2023-02-03 12:11,1,0.3,247,250
2023-02-03 11:28,2023-02-03 11:32,1,0.33,159,168
2023-02-03 11:19,2023-02-03 11:21,2,0,168,168
2023-02-03 11:21,2023-02-03 11:22,1,0,168,168
2023-02-03 12:59,2023-02-03 13:48,1,21.6,200,219
2023-02-03 12:51,2023-02-03 12:54,1,0.17,235,235
2023-02-03 12:12,2023-02-03 12:27,1,2.79,69,69
2023-02-03 12:57,2023-02-03 13:06,1,1.36,47,159
2023-02-03 12:28,2023-02-03 14:10,1,0,3,55
2023-02-03 12:21,2023-02-03 12:44,1,3.4,18,69
2023-02-03 12:43,2023-02-03 13:24,1,7.9,174,159
2023-02-03 12:05,2023-02-03 12:54,1,22.3,32,216
2023-02-03 13:17,2023-02-03 13:21,1,0.3,147,168
2023-02-03 13:49,2023-02-03 14:35,1,11.8,136,79
2023-02-03 13:01,2023-02-03 13:33,1,5.86,18,119
2023-02-03 13:01,2023-02-03 13:33,1,5.86,18,119
2023-02-03 13:16,2023-02-03 14:20,1,19.1,235,39
2023-02-03 13:48,2023-02-03 14:37,1,0,212,100
2023-02-03 13:05,2023-02-03 13:20,1,2.89,235,247
2023-02-03 13:12,2023-02-03 14:25,1,11.9,235,49
2023-02-03 13:47,2023-02-03 14:28,1,7.2,250,179
2023-02-03 13:11,2023-02-03 14:04,1,7,159,48
2023-02-03 13:12,2023-02-03 13:36,1,7.2,259,126
2023-02-03 13:39,2023-02-03 13:39,1,0,169,264
2023-02-03 13:38,2023-02-03 14:26,1,0,235,5
2023-02-03 13:42,2023-02-03 13:46,1,0.65,247,42
2023-02-03 14:57,2023-02-03 14:57,1,0,168,168
2023-02-03 14:58,2023-02-03 14:58,1,0,168,168
2023-02-03 14:59,2023-02-03 15:00,1,0,168,168
2023-02-03 14:06,2023-02-03 14:46,1,2.3,250,213
2023-02-03 14:04,2023-02-03 15:29,1,24.9,18,55
2023-02-03 14:59,2023-02-03 15:33,1,8.3,168,240
2023-02-03 14:50,2023-02-03 14:50,0,0,69,264
2023-02-03 14:04,2023-02-03 14:57,1,11.5,248,68
2023-02-03 14:40,2023-02-03 14:48,1,1.31,247,116
2023-02-03 14:00,2023-02-03 14:44,1,4.7,159,242
2023-02-03 14:53,2023-02-03 15:22,1,3.7,242,254
2023-02-03 14:29,2023-02-03 15:22,1,7.6,247,170
2023-02-03 14:38,2023-02-03 14:51,1,1.2,159,74
2023-02-03 15:57,2023-02-03 16:09,1,0.8,168,69
2023-02-03 15:20,2023-02-03 15:47,1,3,242,254
2023-02-03 15:24,2023-02-03 15:44,1,0.1,51,51
2023-02-03 15:29,2023-02-03 15:56,1,7.9,254,74
2023-02-03 15:51,2023-02-03 16:50,1,15.7,213,17
2023-02-03 15:51,2023-02-03 16:23,1,8.8,119,143
2023-02-03 15:59,2023-02-03 16:27,1,5.7,18,248
2023-02-03 16:49,2023-02-03 17:19,1,2.3,78,235
2023-02-03 16:31,2023-02-03 16:39,1,0.94,168,74
2023-02-03 16:21,2023-02-03 16:43,1,2.92,159,75
2023-02-03 16:49,2023-02-03 17:15,2,3.8,69,41
2023-02-03 16:25,2023-02-03 16:59,1,11.4,247,134
2023-02-03 16:00,2023-02-03 16:29,1,0.1,168,168
2023-02-03 16:42,2023-02-03 16:50,1,2.84,235,220
2023-02-03 17:42,2023-02-03 18:05,1,2.2,247,169
2023-02-03 17:54,2023-02-03 18:32,1,10.6,242,164
2023-02-03 17:44,2023-02-03 18:09,5,2.92,247,235
2023-02-03 17:03,2023-02-03 18:10,1,0,119,77
2023-02-03 17:19,2023-02-03 18:36,1,15.5,159,76
2023-02-03 18:39,2023-02-03 19:01,1,4.1,159,179
2023-02-03 18:44,2023-02-03 19:28,1,13.5,174,79
2023-02-03 18:22,2023-02-03 19:10,1,6,147,142
2023-02-03 18:31,2023-02-03 19:02,1,0,182,219
2023-02-03 18:35,2023-02-03 18:56,1,5.4,213,254
2023-02-03 18:30,2023-02-03 19:12,1,0,32,41
2023-02-03 19:07,2023-02-03 19:29,1,3.67,60,185
2023-02-03 19:09,2023-02-03 19:46,1,10.2,241,50
2023-02-03 19:15,2023-02-03 19:38,1,4.7,242,81
2023-02-03 19:22,2023-02-03 20:22,1,23.6,200,86
2023-02-03 19:38,2023-02-03 20:02,1,5.3,159,145
2023-02-03 19:45,2023-02-03 20:59,1,6.7,212,55
2023-02-03 19:13,2023-02-03 19:24,1,6.41,235,208
2023-02-03 19:13,2023-02-03 19:24,1,6.41,235,252
2023-02-03 18:56,2023-02-03 18:57,1,0,208,208
2023-02-03 20:00,2023-02-03 20:09,2,1.61,159,42
2023-02-03 21:01,2023-02-03 21:15,1,0.81,247,247
2023-02-03 22:06,2023-02-03 22:06,1,8.9,119,119
2023-02-03 22:01,2023-02-03 22:49,1,13.6,168,10
2023-02-03 23:19,2023-02-03 23:43,1,0,242,28
2023-02-03 23:38,2023-02-03 23:47,0,4.2,47,32
2023-02-04 0:45,2023-02-04 0:45,1,0,235,235
2023-02-04 0:55,2023-02-04 0:56,1,0,242,242
2023-02-04 0:00,2023-02-04 0:07,1,0,69,69
2023-02-04 0:00,2023-02-04 0:07,1,0,69,69
2023-02-04 0:10,2023-02-04 0:15,0,0,213,213
2023-02-04 1:28,2023-02-04 1:28,1,0,235,235
2023-02-04 1:31,2023-02-04 1:31,1,0,168,168
2023-02-04 1:34,2023-02-04 1:34,1,0,168,168
2023-02-04 2:44,2023-02-04 2:45,1,0,159,159
2023-02-04 2:05,2023-02-04 2:18,1,2.81,159,116
2023-02-04 2:09,2023-02-04 2:30,1,0,247,48
2023-02-04 2:09,2023-02-04 2:18,1,2.39,168,74
2023-02-04 2:38,2023-02-04 2:38,2,0,169,169
2023-02-04 3:57,2023-02-04 3:58,1,0,168,168
2023-02-04 3:11,2023-02-04 3:27,1,0,248,137
2023-02-04 3:28,2023-02-04 3:28,1,0,250,250
2023-02-04 3:29,2023-02-04 3:29,1,0,250,250
2023-02-04 3:39,2023-02-04 3:40,1,0,235,235
2023-02-04 3:25,2023-02-04 3:40,1,1.93,250,212
2023-02-04 4:22,2023-02-04 4:37,2,5.44,147,263
2023-02-04 4:30,2023-02-04 5:03,1,22,235,39
2023-02-04 4:22,2023-02-04 4:22,1,0,174,174
2023-02-04 5:17,2023-02-04 5:55,1,0,247,55
2023-02-04 5:34,2023-02-04 5:55,1,6.7,167,81
2023-02-04 6:06,2023-02-04 6:37,1,0,208,68
2023-02-04 6:10,2023-02-04 6:22,1,0,81,174
2023-02-04 6:42,2023-02-04 7:00,1,8.65,250,138
2023-02-04 6:09,2023-02-04 6:19,1,0.7,174,254
2023-02-04 6:46,2023-02-04 6:58,1,3.39,69,243
2023-02-04 7:21,2023-02-04 8:16,1,4.8,213,51
2023-02-04 7:31,2023-02-04 7:51,1,6.3,69,213
2023-02-04 7:54,2023-02-04 7:58,1,0.8,168,42
2023-02-04 7:00,2023-02-04 7:07,1,1.4,18,136
2023-02-04 7:11,2023-02-04 7:19,3,7.96,119,53
2023-02-04 8:45,2023-02-04 9:14,1,0,259,159
2023-02-04 8:29,2023-02-04 9:13,1,4.4,81,182
2023-02-04 8:29,2023-02-04 8:57,1,5,126,18
2023-02-04 8:36,2023-02-04 8:53,1,12.08,81,138
2023-02-04 8:06,2023-02-04 8:33,1,1.2,51,3
2023-02-04 8:27,2023-02-04 8:46,1,2.6,119,47
2023-02-04 8:56,2023-02-04 9:33,1,1.4,182,212
2023-02-04 9:34,2023-02-04 9:47,1,0,167,78
2023-02-04 9:44,2023-02-04 10:04,1,3.6,167,41
2023-02-04 9:45,2023-02-04 10:40,1,4.8,182,81
2023-02-04 9:53,2023-02-04 10:18,1,11.38,248,137
