time,passenger_count,trip_distance,trip_duration,PULocationID,DOLocationID,demand_count
2023-03-16 16:00:00,1.0,3.1999999999999997,42.0,168.0,51.0,4.0
2023-03-16 17:00:00,1.0,3.2,14.0,69.0,69.0,7.0
2023-03-16 18:00:00,1.0,2.7,14.0,247.0,60.0,5.0
2023-03-16 19:00:00,1.0,3.4749999999999996,22.5,32.0,42.0,4.0
2023-03-16 20:00:00,1.0,2.3,15.5,20.0,248.0,2.0
2023-03-16 21:00:00,1.0,3.8,13.0,119.0,75.0,5.0
2023-03-16 22:00:00,1.0,3.685,13.5,159.0,20.0,2.0
2023-03-16 23:00:00,1.0,3.44,7.0,136.0,247.0,1.0
2023-03-17 00:00:00,1.0,3.44,7.0,51.0,42.0,1.0
2023-03-17 01:00:00,1.0,1.545,7.5,136.0,78.0,2.0
2023-03-17 02:00:00,1.0,5.91,15.0,168.0,74.0,1.0
2023-03-17 03:00:00,1.0,9.3,31.5,20.0,185.0,2.0
2023-03-17 04:00:00,1.0,9.3,27.0,235.0,39.0,3.0
2023-03-17 05:00:00,1.0,6.4,43.5,119.0,88.0,6.0
2023-03-17 06:00:00,1.0,5.75,28.0,69.0,134.0,12.0
2023-03-17 07:00:00,1.0,3.8499999999999996,31.0,3.0,3.0,14.0
2023-03-17 08:00:00,1.0,4.5,30.0,51.0,174.0,13.0
2023-03-17 09:00:00,1.0,5.8,34.0,51.0,75.0,22.0
2023-03-17 10:00:00,1.0,3.8,24.5,119.0,3.0,16.0
2023-03-17 11:00:00,1.0,2.6,22.0,185.0,41.0,19.0
2023-03-17 12:00:00,1.0,3.7,33.0,69.0,51.0,15.0
2023-03-17 13:00:00,1.0,2.855,20.5,169.0,174.0,10.0
2023-03-17 14:00:00,1.0,4.0,35.0,182.0,42.0,7.0
2023-03-17 15:00:00,1.0,3.5549999999999997,41.0,168.0,47.0,4.0
2023-03-17 16:00:00,1.0,3.8,50.0,168.0,42.0,5.0
2023-03-17 17:00:00,1.0,3.3,29.0,242.0,18.0,9.0
2023-03-17 18:00:00,1.0,2.55,16.5,94.0,75.0,4.0
2023-03-17 19:00:00,1.0,1.2999999999999998,13.5,32.0,3.0,8.0
2023-03-17 20:00:00,1.0,18.8,39.0,254.0,139.0,1.0
2023-03-17 21:00:00,2.5,3.9,14.0,159.0,69.0,2.0
2023-03-17 22:00:00,1.0,6.9,16.0,212.0,220.0,1.0
2023-03-17 23:00:00,2.0,1.2,5.0,47.0,18.0,3.0
2023-03-18 00:00:00,1.5,2.8449999999999998,13.5,168.0,42.0,2.0
2023-03-18 01:00:00,1.0,1.0,7.0,168.0,42.0,1.0
2023-03-18 02:00:00,1.0,9.8,28.0,247.0,246.0,1.0
2023-03-18 03:00:00,1.0,9.8,28.0,51.0,42.0,1.0
2023-03-18 04:00:00,2.0,9.16,26.0,159.0,3.0,3.0
2023-03-18 05:00:00,1.0,2.19,9.0,220.0,127.0,1.0
2023-03-18 06:00:00,1.0,7.17,23.0,167.0,68.0,2.0
2023-03-18 07:00:00,1.0,4.58,16.0,169.0,159.0,8.0
2023-03-18 08:00:00,1.0,3.75,16.0,182.0,42.0,2.0
2023-03-18 09:00:00,1.0,2.045,9.0,159.0,42.0,8.0
2023-03-18 10:00:00,1.0,9.1,21.0,51.0,3.0,5.0
2023-03-18 11:00:00,1.0,10.1,34.0,213.0,54.0,8.0
2023-03-18 12:00:00,1.0,2.6,15.0,81.0,81.0,3.0
2023-03-18 13:00:00,1.0,3.2,14.0,20.0,42.0,7.0
2023-03-18 14:00:00,2.0,11.715,42.0,147.0,39.0,2.0
2023-03-18 15:00:00,1.0,2.915,17.5,51.0,136.0,2.0
2023-03-18 16:00:00,2.0,1.6,14.0,168.0,159.0,1.0
2023-03-18 17:00:00,1.0,2.63,19.5,18.0,78.0,2.0
2023-03-18 18:00:00,1.0,7.3,21.0,119.0,36.0,4.0
2023-03-18 19:00:00,1.0,2.46,14.0,119.0,247.0,4.0
2023-03-18 20:00:00,1.0,4.29,17.0,81.0,90.0,3.0
2023-03-18 21:00:00,1.0,7.0,20.0,31.0,116.0,5.0
2023-03-18 22:00:00,1.0,5.1,20.0,119.0,152.0,5.0
2023-03-18 23:00:00,1.0,8.75,20.0,168.0,232.0,1.0
2023-03-19 00:00:00,1.0,0.5650000000000001,2.0,20.0,20.0,2.0
2023-03-19 01:00:00,1.0,1.37,4.0,168.0,74.0,1.0
2023-03-19 02:00:00,1.0,0.5,5.0,168.0,168.0,1.0
2023-03-19 03:00:00,3.0,1.81,13.0,119.0,47.0,1.0
2023-03-19 04:00:00,1.0,8.0,19.0,168.0,254.0,1.0
2023-03-19 05:00:00,1.0,10.5,38.0,208.0,68.0,1.0
2023-03-19 06:00:00,1.0,9.3,34.0,167.0,68.0,1.0
2023-03-19 07:00:00,1.5,5.785,15.0,168.0,41.0,2.0
2023-03-19 08:00:00,1.0,9.85,29.5,51.0,116.0,2.0
2023-03-19 09:00:00,1.0,5.140000000000001,18.0,69.0,10.0,10.0
2023-03-19 10:00:00,1.0,2.7,23.0,47.0,42.0,3.0
2023-03-19 11:00:00,1.0,21.3,58.0,247.0,55.0,1.0
2023-03-19 12:00:00,1.0,7.815,12.5,119.0,159.0,2.0
2023-03-19 13:00:00,1.0,6.2,24.0,235.0,75.0,1.0
2023-03-19 14:00:00,1.5,3.69,24.0,119.0,235.0,2.0
2023-03-19 15:00:00,1.0,14.1,46.0,168.0,10.0,1.0
2023-03-19 16:00:00,1.0,14.1,46.0,51.0,42.0,1.0
2023-03-19 17:00:00,1.0,0.51,4.0,220.0,153.0,1.0
2023-03-19 18:00:00,1.0,9.75,41.0,51.0,35.0,2.0
2023-03-19 19:00:00,1.0,9.75,41.0,51.0,42.0,2.0
2023-03-19 20:00:00,1.0,4.34,16.0,69.0,235.0,2.0
2023-03-19 21:00:00,1.0,6.8,18.0,241.0,152.0,1.0
2023-03-19 22:00:00,1.0,6.8,18.0,51.0,42.0,1.0
2023-03-19 23:00:00,1.0,0.14,2.0,174.0,174.0,1.0
2023-03-20 00:00:00,1.0,6.455,16.0,69.0,68.0,2.0
2023-03-20 01:00:00,1.0,15.26,31.0,159.0,61.0,1.0
2023-03-20 02:00:00,1.0,20.5,34.0,247.0,222.0,1.0
2023-03-20 03:00:00,1.0,20.5,34.0,51.0,42.0,1.0
2023-03-20 04:00:00,1.0,5.9,19.0,147.0,65.0,3.0
2023-03-20 05:00:00,1.0,7.800000000000001,31.0,51.0,45.0,6.0
2023-03-20 06:00:00,1.0,7.5,29.5,213.0,3.0,12.0
2023-03-20 07:00:00,1.0,2.4,18.0,3.0,20.0,9.0
2023-03-20 08:00:00,1.0,8.7,45.0,51.0,20.0,9.0
2023-03-20 09:00:00,1.0,4.6,27.0,51.0,242.0,19.0
2023-03-20 10:00:00,1.0,3.5,25.5,32.0,159.0,4.0
2023-03-20 11:00:00,1.0,2.1,24.0,242.0,3.0,11.0
2023-03-20 12:00:00,1.0,5.6,27.5,69.0,168.0,16.0
2023-03-20 13:00:00,1.0,3.8,16.5,235.0,39.0,8.0
2023-03-20 14:00:00,1.0,4.865,19.0,18.0,138.0,4.0
2023-03-20 15:00:00,1.0,5.45,35.0,51.0,3.0,6.0
2023-03-20 16:00:00,1.0,6.3,34.0,213.0,39.0,5.0
2023-03-20 17:00:00,1.0,10.6,53.0,168.0,25.0,9.0
2023-03-20 18:00:00,1.0,1.5,11.5,174.0,18.0,6.0
2023-03-20 19:00:00,1.0,1.25,15.0,32.0,41.0,4.0
2023-03-20 20:00:00,1.0,21.5,56.0,174.0,35.0,2.0
2023-03-20 21:00:00,1.0,7.4,32.0,247.0,162.0,1.0
2023-03-20 22:00:00,1.0,7.4,32.0,51.0,42.0,1.0
2023-03-20 23:00:00,1.0,16.0,26.0,18.0,216.0,1.0
2023-03-21 00:00:00,1.0,16.0,26.0,51.0,42.0,1.0
2023-03-21 01:00:00,1.0,16.0,26.0,51.0,42.0,1.0
2023-03-21 02:00:00,1.0,16.0,26.0,51.0,42.0,1.0
2023-03-21 03:00:00,1.0,6.6,23.0,248.0,140.0,1.0
2023-03-21 04:00:00,1.0,4.5,12.0,235.0,75.0,1.0
2023-03-21 05:00:00,1.0,7.9,24.0,51.0,79.0,7.0
2023-03-21 06:00:00,1.0,3.7,28.0,213.0,51.0,17.0
2023-03-21 07:00:00,1.0,5.7,31.0,3.0,51.0,18.0
2023-03-21 08:00:00,1.0,3.85,24.0,213.0,242.0,18.0
2023-03-21 09:00:00,1.0,2.5,29.0,51.0,242.0,17.0
2023-03-21 10:00:00,1.0,4.8,26.0,242.0,242.0,17.0
2023-03-21 11:00:00,1.0,2.115,16.5,169.0,169.0,18.0
2023-03-21 12:00:00,1.0,5.6,26.0,200.0,74.0,9.0
2023-03-21 13:00:00,1.0,7.3,32.0,18.0,75.0,9.0
2023-03-21 14:00:00,1.0,5.28,27.0,242.0,47.0,3.0
2023-03-21 15:00:00,1.0,2.895,31.5,51.0,47.0,4.0
2023-03-21 16:00:00,1.0,2.57,18.0,31.0,69.0,5.0
2023-03-21 17:00:00,1.0,5.2,34.0,78.0,51.0,4.0
2023-03-21 18:00:00,1.0,6.0,28.5,18.0,35.0,6.0
2023-03-21 19:00:00,1.0,10.3,50.0,182.0,142.0,3.0
2023-03-21 20:00:00,1.0,4.1,55.0,81.0,76.0,3.0
2023-03-21 21:00:00,1.0,6.4,27.0,51.0,168.0,3.0
2023-03-21 22:00:00,2.0,0.15,0.0,208.0,208.0,1.0
2023-03-21 23:00:00,1.0,5.1899999999999995,21.0,247.0,42.0,2.0
2023-03-22 00:00:00,1.0,2.42,10.0,220.0,243.0,1.0
2023-03-22 01:00:00,1.0,2.42,10.0,51.0,42.0,1.0
2023-03-22 02:00:00,1.0,12.31,19.0,259.0,265.0,1.0
2023-03-22 03:00:00,1.0,3.25,10.0,159.0,42.0,1.0
2023-03-22 04:00:00,1.0,1.9,13.0,51.0,126.0,3.0
2023-03-22 05:00:00,1.0,2.5,26.0,182.0,197.0,10.0
2023-03-22 06:00:00,1.0,11.05,42.0,213.0,88.0,10.0
2023-03-22 07:00:00,1.0,6.0,49.5,3.0,3.0,6.0
2023-03-22 08:00:00,1.0,3.9000000000000004,28.5,47.0,47.0,10.0
2023-03-22 09:00:00,1.0,3.6,33.0,51.0,242.0,17.0
2023-03-22 10:00:00,1.0,2.885,20.0,78.0,42.0,8.0
2023-03-22 11:00:00,1.0,7.5,31.5,18.0,38.0,8.0
2023-03-22 12:00:00,1.0,6.175,28.5,247.0,242.0,14.0
2023-03-22 13:00:00,1.0,4.4,27.0,247.0,20.0,17.0
2023-03-22 14:00:00,1.0,7.050000000000001,30.0,220.0,81.0,8.0
2023-03-22 15:00:00,1.0,4.4,36.0,20.0,10.0,9.0
2023-03-22 16:00:00,1.0,4.5,25.5,247.0,42.0,10.0
2023-03-22 17:00:00,1.0,2.15,21.0,174.0,78.0,8.0
2023-03-22 18:00:00,1.0,2.51,24.0,18.0,18.0,7.0
2023-03-22 19:00:00,1.0,2.0,19.0,247.0,47.0,5.0
2023-03-22 20:00:00,1.0,3.3600000000000003,11.0,168.0,74.0,2.0
2023-03-22 21:00:00,1.0,4.0,23.5,119.0,229.0,2.0
2023-03-22 22:00:00,1.0,4.02,12.0,47.0,20.0,5.0
2023-03-22 23:00:00,1.0,2.32,9.0,69.0,32.0,3.0
2023-03-23 00:00:00,1.0,6.81,28.5,69.0,90.0,2.0
2023-03-23 01:00:00,1.0,6.81,28.5,51.0,42.0,2.0
2023-03-23 02:00:00,1.0,6.81,28.5,51.0,42.0,2.0
2023-03-23 03:00:00,1.0,6.81,28.5,51.0,42.0,2.0
2023-03-23 04:00:00,1.0,10.5,38.0,183.0,39.0,3.0
2023-03-23 05:00:00,1.0,11.149999999999999,29.0,182.0,74.0,8.0
2023-03-23 06:00:00,1.0,5.75,23.5,69.0,19.0,12.0
2023-03-23 07:00:00,1.0,4.3,24.0,51.0,242.0,13.0
2023-03-23 08:00:00,1.0,4.199999999999999,35.5,213.0,242.0,8.0
2023-03-23 09:00:00,1.0,2.2,18.0,213.0,242.0,13.0
2023-03-23 10:00:00,1.0,3.3,21.0,242.0,20.0,8.0
2023-03-23 11:00:00,1.0,6.2,24.5,242.0,81.0,18.0
2023-03-23 12:00:00,1.0,4.15,27.5,242.0,213.0,12.0
2023-03-23 13:00:00,1.0,3.8000000000000003,30.5,235.0,3.0,10.0
2023-03-23 14:00:00,1.0,3.05,29.5,247.0,18.0,8.0
2023-03-23 15:00:00,1.0,4.3,27.0,119.0,51.0,5.0
2023-03-23 16:00:00,1.0,3.78,25.0,168.0,51.0,13.0
2023-03-23 17:00:00,1.0,5.7,25.0,51.0,47.0,7.0
2023-03-23 18:00:00,1.0,7.0,20.0,3.0,24.0,7.0
2023-03-23 19:00:00,3.0,4.8,24.0,168.0,250.0,1.0
2023-03-23 20:00:00,1.0,1.3,56.0,213.0,76.0,1.0
2023-03-23 21:00:00,1.0,4.4,27.0,247.0,42.0,3.0
2023-03-23 22:00:00,1.0,4.4,27.0,51.0,42.0,3.0
2023-03-23 23:00:00,1.0,4.4,27.0,51.0,42.0,3.0
2023-03-24 00:00:00,1.0,4.4,27.0,51.0,42.0,3.0
2023-03-24 01:00:00,1.0,0.38,1.0,235.0,235.0,1.0
2023-03-24 02:00:00,1.0,16.37,22.0,168.0,265.0,1.0
2023-03-24 03:00:00,1.0,1.15,6.5,60.0,168.0,2.0
2023-03-24 04:00:00,1.0,10.8,37.0,250.0,137.0,1.0
2023-03-24 05:00:00,1.0,10.85,18.5,51.0,88.0,2.0
2023-03-24 06:00:00,1.0,12.15,36.5,119.0,45.0,10.0
2023-03-24 07:00:00,1.0,2.3,24.0,18.0,168.0,10.0
2023-03-24 08:00:00,1.0,5.7,27.0,81.0,168.0,17.0
2023-03-24 09:00:00,1.0,3.9,23.5,168.0,242.0,16.0
2023-03-24 10:00:00,1.0,6.05,27.5,119.0,74.0,22.0
2023-03-24 11:00:00,1.0,4.15,27.0,242.0,74.0,13.0
2023-03-24 12:00:00,1.0,8.3,35.0,126.0,137.0,9.0
2023-03-24 13:00:00,1.0,3.075,15.5,47.0,18.0,4.0
2023-03-24 14:00:00,1.0,2.75,23.0,32.0,47.0,6.0
2023-03-24 15:00:00,1.0,3.6500000000000004,42.0,242.0,39.0,8.0
2023-03-24 16:00:00,1.0,1.6,20.0,247.0,42.0,5.0
2023-03-24 17:00:00,1.0,7.95,45.0,168.0,49.0,8.0
2023-03-24 18:00:00,1.0,4.4,26.0,81.0,60.0,5.0
2023-03-24 19:00:00,1.0,2.6,13.0,69.0,69.0,3.0
2023-03-24 20:00:00,1.0,10.8,35.5,159.0,42.0,2.0
2023-03-24 21:00:00,1.0,20.9,53.0,60.0,55.0,1.0
2023-03-24 22:00:00,1.0,2.285,10.5,51.0,248.0,6.0
2023-03-24 23:00:00,1.5,2.4699999999999998,6.0,168.0,28.0,4.0
2023-03-25 00:00:00,1.0,5.5,29.0,168.0,74.0,3.0
2023-03-25 01:00:00,1.0,5.5,29.0,51.0,42.0,3.0
2023-03-25 02:00:00,2.5,2.435,6.5,168.0,47.0,2.0
2023-03-25 03:00:00,1.0,20.19,33.0,119.0,35.0,1.0
2023-03-25 04:00:00,3.0,0.6,4.0,168.0,69.0,1.0
2023-03-25 05:00:00,1.0,2.41,15.5,212.0,47.0,2.0
2023-03-25 06:00:00,1.0,8.25,34.0,136.0,37.0,2.0
2023-03-25 07:00:00,1.0,1.89,8.0,69.0,60.0,3.0
2023-03-25 08:00:00,1.0,6.2,28.0,168.0,147.0,2.0
2023-03-25 09:00:00,1.0,4.845000000000001,19.5,182.0,42.0,4.0
2023-03-25 10:00:00,1.0,7.0,23.0,208.0,42.0,2.0
2023-03-25 11:00:00,1.0,2.61,17.0,119.0,220.0,11.0
2023-03-25 12:00:00,1.0,7.6899999999999995,38.5,168.0,79.0,6.0
2023-03-25 13:00:00,1.0,18.244999999999997,46.0,235.0,39.0,4.0
2023-03-25 14:00:00,1.0,18.244999999999997,46.0,51.0,42.0,4.0
2023-03-25 15:00:00,1.0,6.0,29.0,78.0,116.0,5.0
2023-03-25 16:00:00,1.0,11.8,46.0,213.0,37.0,1.0
2023-03-25 17:00:00,1.5,6.15,19.5,69.0,69.0,6.0
2023-03-25 18:00:00,1.5,6.15,19.5,51.0,42.0,6.0
2023-03-25 19:00:00,1.0,4.09,17.0,20.0,47.0,4.0
2023-03-25 20:00:00,1.0,2.1,10.0,168.0,74.0,1.0
2023-03-25 21:00:00,1.0,3.65,18.5,60.0,23.0,4.0
2023-03-25 22:00:00,1.0,2.7,16.0,168.0,31.0,5.0
2023-03-25 23:00:00,1.0,2.7,16.0,51.0,42.0,5.0
2023-03-26 00:00:00,1.0,2.7,16.0,51.0,42.0,5.0
2023-03-26 01:00:00,1.0,2.3,11.0,119.0,74.0,1.0
2023-03-26 02:00:00,1.5,10.21,33.0,81.0,116.0,2.0
2023-03-26 03:00:00,1.0,6.64,16.0,212.0,75.0,1.0
2023-03-26 04:00:00,1.0,6.64,16.0,51.0,42.0,1.0
2023-03-26 05:00:00,1.0,0.75,6.0,126.0,126.0,2.0
2023-03-26 06:00:00,1.0,19.549999999999997,36.5,168.0,23.0,2.0
2023-03-26 07:00:00,1.0,6.85,20.0,69.0,23.0,6.0
2023-03-26 08:00:00,1.0,7.949999999999999,31.0,168.0,42.0,12.0
2023-03-26 09:00:00,1.0,8.1,34.0,247.0,42.0,5.0
2023-03-26 10:00:00,1.0,8.3,24.5,119.0,61.0,6.0
2023-03-26 11:00:00,1.0,5.1,18.0,159.0,31.0,7.0
2023-03-26 12:00:00,1.0,5.05,21.0,159.0,78.0,8.0
2023-03-26 13:00:00,1.0,5.05,21.0,51.0,42.0,8.0
2023-03-26 14:00:00,1.0,10.535,28.0,168.0,39.0,2.0
2023-03-26 15:00:00,1.0,9.7,31.0,31.0,68.0,3.0
2023-03-26 16:00:00,1.0,7.95,31.5,185.0,25.0,2.0
2023-03-26 17:00:00,1.0,7.95,31.5,51.0,42.0,2.0
2023-03-26 18:00:00,1.0,1.63,7.0,119.0,168.0,3.0
2023-03-26 19:00:00,1.0,1.63,7.0,51.0,42.0,3.0
2023-03-26 20:00:00,1.0,5.71,15.0,168.0,60.0,3.0
2023-03-26 21:00:00,1.0,7.38,18.0,168.0,3.0,5.0
2023-03-26 22:00:00,1.0,6.9,17.0,241.0,152.0,1.0
2023-03-26 23:00:00,1.0,6.9,17.0,51.0,42.0,1.0
2023-03-27 00:00:00,1.0,6.9,17.0,51.0,42.0,1.0
2023-03-27 01:00:00,1.0,6.9,17.0,51.0,42.0,1.0
2023-03-27 02:00:00,1.0,10.6,24.0,241.0,48.0,1.0
2023-03-27 03:00:00,1.0,1.9,12.0,18.0,169.0,1.0
2023-03-27 04:00:00,1.0,9.8,29.0,94.0,145.0,1.0
2023-03-27 05:00:00,1.0,11.1,32.0,51.0,29.0,13.0
2023-03-27 06:00:00,1.0,5.8,27.5,241.0,18.0,12.0
2023-03-27 07:00:00,1.0,4.0,30.0,136.0,78.0,11.0
2023-03-27 08:00:00,1.0,8.75,59.0,213.0,242.0,12.0
2023-03-27 09:00:00,1.0,6.05,32.5,220.0,74.0,8.0
2023-03-27 10:00:00,1.0,2.5,20.5,136.0,235.0,8.0
2023-03-27 11:00:00,1.0,2.3,19.0,51.0,48.0,13.0
2023-03-27 12:00:00,1.0,2.2,26.0,242.0,183.0,7.0
2023-03-27 13:00:00,1.0,3.8,29.0,220.0,242.0,11.0
2023-03-27 14:00:00,1.0,1.4,13.0,51.0,42.0,3.0
2023-03-27 15:00:00,1.0,3.33,24.0,213.0,20.0,6.0
2023-03-27 16:00:00,1.0,3.9699999999999998,36.0,78.0,76.0,6.0
2023-03-27 17:00:00,1.0,5.1,28.0,69.0,10.0,7.0
2023-03-27 18:00:00,1.0,5.4,26.0,32.0,18.0,5.0
2023-03-27 19:00:00,1.0,4.99,18.0,81.0,41.0,4.0
2023-03-27 20:00:00,1.0,13.1,27.0,47.0,19.0,1.0
2023-03-27 21:00:00,1.0,3.4,12.0,168.0,141.0,3.0
2023-03-27 22:00:00,1.0,4.0,13.0,241.0,244.0,1.0
2023-03-27 23:00:00,1.0,14.9,38.5,185.0,188.0,2.0
2023-03-28 00:00:00,1.0,14.9,38.5,51.0,42.0,2.0
2023-03-28 01:00:00,1.0,14.9,38.5,51.0,42.0,2.0
2023-03-28 02:00:00,1.0,14.9,38.5,51.0,42.0,2.0
2023-03-28 03:00:00,1.0,14.9,38.5,51.0,42.0,2.0
2023-03-28 04:00:00,1.0,7.6,27.0,167.0,137.0,3.0
2023-03-28 05:00:00,1.0,12.05,37.0,51.0,137.0,10.0
2023-03-28 06:00:00,1.0,7.4,42.0,81.0,69.0,15.0
2023-03-28 07:00:00,1.0,5.7,38.0,213.0,140.0,15.0
2023-03-28 08:00:00,1.0,4.8,40.0,167.0,174.0,23.0
2023-03-28 09:00:00,1.0,5.7,42.0,51.0,174.0,15.0
2023-03-28 10:00:00,1.0,3.9,28.0,168.0,78.0,17.0
2023-03-28 11:00:00,1.0,5.5,34.0,167.0,242.0,17.0
2023-03-28 12:00:00,1.0,4.1,22.0,94.0,51.0,15.0
2023-03-28 13:00:00,1.0,3.3,22.0,3.0,42.0,9.0
2023-03-28 14:00:00,1.0,1.5499999999999998,20.5,242.0,31.0,4.0
2023-03-28 15:00:00,1.0,5.9,34.0,32.0,85.0,5.0
2023-03-28 16:00:00,1.0,7.1,45.0,168.0,51.0,5.0
2023-03-28 17:00:00,1.0,11.16,41.0,47.0,60.0,2.0
2023-03-28 18:00:00,1.0,2.8499999999999996,13.0,220.0,32.0,8.0
2023-03-28 19:00:00,1.0,2.1,22.0,47.0,47.0,5.0
2023-03-28 20:00:00,1.0,5.199999999999999,19.5,78.0,5.0,4.0
2023-03-28 21:00:00,1.0,6.640000000000001,37.5,126.0,213.0,2.0
2023-03-28 22:00:00,1.0,8.115,25.0,136.0,41.0,2.0
2023-03-28 23:00:00,1.0,8.115,25.0,51.0,42.0,2.0
2023-03-29 00:00:00,1.0,8.115,25.0,51.0,42.0,2.0
2023-03-29 01:00:00,1.0,11.4,17.0,242.0,264.0,1.0
2023-03-29 02:00:00,1.0,11.4,17.0,51.0,42.0,1.0
2023-03-29 03:00:00,1.0,11.04,18.0,169.0,260.0,1.0
2023-03-29 04:00:00,1.0,9.5,44.0,94.0,145.0,1.0
2023-03-29 05:00:00,1.0,7.95,32.0,254.0,69.0,8.0
2023-03-29 06:00:00,1.0,7.5,32.0,78.0,48.0,15.0
2023-03-29 07:00:00,1.0,2.75,19.0,18.0,242.0,14.0
2023-03-29 08:00:00,1.0,4.65,29.5,81.0,174.0,18.0
2023-03-29 09:00:00,1.0,3.475,25.0,167.0,242.0,18.0
2023-03-29 10:00:00,1.0,2.6,22.0,51.0,69.0,15.0
2023-03-29 11:00:00,1.0,3.2,26.0,51.0,75.0,15.0
2023-03-29 12:00:00,1.0,5.6,31.0,69.0,119.0,13.0
2023-03-29 13:00:00,1.0,8.1,37.0,69.0,216.0,9.0
2023-03-29 14:00:00,1.0,2.5,35.0,69.0,24.0,4.0
2023-03-29 15:00:00,1.0,5.8,33.5,78.0,23.0,6.0
2023-03-29 16:00:00,1.0,1.75,15.0,20.0,42.0,6.0
2023-03-29 17:00:00,1.0,3.8,26.5,159.0,78.0,10.0
2023-03-29 18:00:00,1.0,5.1,24.0,169.0,168.0,2.0
2023-03-29 19:00:00,1.0,6.435,19.5,185.0,76.0,2.0
2023-03-29 20:00:00,1.0,6.29,13.0,247.0,241.0,1.0
2023-03-29 21:00:00,1.0,7.1,35.0,247.0,229.0,1.0
2023-03-29 22:00:00,1.0,4.445,11.0,51.0,19.0,2.0
2023-03-29 23:00:00,1.0,0.24,3.0,235.0,136.0,1.0
2023-03-30 00:00:00,1.0,1.2,7.0,247.0,159.0,1.0
2023-03-30 01:00:00,1.0,1.2,7.0,51.0,42.0,1.0
2023-03-30 02:00:00,1.0,1.2,7.0,51.0,42.0,1.0
2023-03-30 03:00:00,1.0,1.2,7.0,51.0,42.0,1.0
2023-03-30 04:00:00,1.0,9.15,34.0,94.0,179.0,2.0
2023-03-30 05:00:00,1.0,10.1,49.0,126.0,86.0,5.0
2023-03-30 06:00:00,1.0,5.0,35.0,78.0,33.0,7.0
2023-03-30 07:00:00,1.0,3.9,35.0,247.0,42.0,13.0
2023-03-30 08:00:00,1.0,2.6,26.5,3.0,147.0,8.0
2023-03-30 09:00:00,1.0,3.45,25.0,254.0,42.0,10.0
2023-03-30 10:00:00,1.0,4.9,35.5,69.0,27.0,12.0
2023-03-30 11:00:00,1.0,5.1899999999999995,21.0,247.0,41.0,14.0
2023-03-30 12:00:00,1.0,2.7,17.5,212.0,208.0,16.0
2023-03-30 13:00:00,1.0,4.7,38.0,159.0,10.0,5.0
2023-03-30 14:00:00,1.0,8.0,44.0,47.0,42.0,7.0
2023-03-30 15:00:00,1.0,10.0,50.0,46.0,42.0,3.0
2023-03-30 16:00:00,1.0,7.225,43.5,247.0,74.0,8.0
2023-03-30 17:00:00,1.5,8.93,62.0,159.0,155.0,4.0
2023-03-30 18:00:00,1.0,1.315,8.5,60.0,74.0,4.0
2023-03-30 19:00:00,1.0,1.515,7.0,259.0,259.0,6.0
2023-03-30 20:00:00,1.0,7.38,19.5,159.0,233.0,2.0
2023-03-30 21:00:00,1.0,5.8,21.0,32.0,42.0,3.0
2023-03-30 22:00:00,1.0,6.8,16.0,235.0,247.0,3.0
2023-03-30 23:00:00,1.0,2.685,17.0,147.0,20.0,4.0
2023-03-31 00:00:00,1.5,1.245,5.5,81.0,185.0,2.0
2023-03-31 01:00:00,1.0,1.41,10.0,169.0,235.0,1.0
2023-03-31 02:00:00,1.0,1.41,10.0,51.0,42.0,1.0
2023-03-31 03:00:00,1.0,5.96,14.0,220.0,244.0,1.0
2023-03-31 04:00:00,1.0,0.03,1.0,168.0,74.0,3.0
2023-03-31 05:00:00,1.0,9.9,22.0,126.0,51.0,7.0
2023-03-31 06:00:00,1.0,3.5,15.0,254.0,69.0,5.0
2023-03-31 07:00:00,1.0,6.8,42.5,51.0,140.0,14.0
2023-03-31 08:00:00,1.0,3.65,23.0,213.0,242.0,10.0
2023-03-31 09:00:00,1.0,3.0999999999999996,18.0,168.0,242.0,18.0
2023-03-31 10:00:00,1.0,2.4,26.0,182.0,32.0,19.0
2023-03-31 11:00:00,1.0,3.7,21.0,159.0,18.0,19.0
2023-03-31 12:00:00,1.0,2.685,26.0,242.0,242.0,10.0
2023-03-31 13:00:00,1.0,4.9,32.5,208.0,50.0,12.0
2023-03-31 14:00:00,1.0,2.9,25.0,20.0,42.0,7.0
2023-03-31 15:00:00,1.0,11.905000000000001,52.5,235.0,42.0,8.0
2023-03-31 16:00:00,1.0,3.2,44.0,220.0,51.0,7.0
2023-03-31 17:00:00,1.0,1.8,15.0,18.0,18.0,5.0
2023-03-31 18:00:00,1.0,0.95,13.0,168.0,168.0,11.0
2023-03-31 19:00:00,1.0,6.2,21.0,3.0,126.0,5.0
2023-03-31 20:00:00,1.0,6.2,21.0,51.0,42.0,5.0
2023-03-31 21:00:00,1.0,7.66,25.5,3.0,50.0,2.0
2023-03-31 22:00:00,1.0,6.62,19.0,46.0,41.0,3.0
2023-03-31 23:00:00,1.0,6.62,19.0,51.0,42.0,3.0
2023-04-01 00:00:00,1.0,5.33,13.0,168.0,241.0,1.0
2023-04-01 01:00:00,1.0,1.83,7.0,168.0,74.0,1.0
2023-04-01 02:00:00,1.0,1.83,7.0,51.0,42.0,1.0
2023-04-01 03:00:00,1.0,6.66,34.0,247.0,265.0,1.0
2023-04-01 04:00:00,1.0,6.66,34.0,51.0,42.0,1.0
